Track.num,Date,Flag.num,Insolation,Air.temp,Species,Sex,Behaviour,Duration.between.flags,Duration.on.flags,Step_Distance,Turning_angle,Year,Location,Quality
161,152,1,NA,23.18,MB,M,R,NA,17.2,NA,NA,2017,JH,Nrich
161,152,2,NA,23.18,MB,M,F,15,NA,11.33111452,NA,2017,JH,Nrich
161,152,3,NA,23.18,MB,M,F,15,NA,12.25072652,289.4717334,2017,JH,Nrich
161,152,4,NA,23.18,MB,M,F,15,NA,6.525374271,26.92829771,2017,JH,Nrich
161,152,5,NA,23.18,MB,M,F,15,NA,7.459170352,342.2566652,2017,JH,Nrich
161,152,6,NA,23.18,MB,M,F,15,NA,12.80801948,68.68356179,2017,JH,Nrich
161,152,7,NA,23.18,MB,M,F,15,NA,8.806138851,294.7688517,2017,JH,Nrich
161,152,8,NA,23.18,MB,M,F,15,NA,8.248769778,38.3830524,2017,JH,Nrich
161,152,9,NA,23.18,MB,M,R,13.8,26.2,8.208782543,6.841180511,2017,JH,Nrich
161,152,10,NA,23.18,MB,M,R,10.6,9,0,293.9917589,2017,JH,Nrich
161,152,11,NA,23.18,MB,M,F,15,NA,4.892208652,59.9788028,2017,JH,Nrich
161,152,12,NA,23.18,MB,M,F,15,NA,8.448455798,353.6790791,2017,JH,Nrich
161,152,13,NA,23.18,MB,M,F,15,NA,3.481448206,7.698507341,2017,JH,Nrich
161,152,14,NA,23.18,MB,M,R,2.9,2.4,0.962455342,8.352285461,2017,JH,Nrich
161,152,14,NA,23.18,MB,M,B,NA,3.1,NA,NA,2017,JH,Nrich
161,152,15,NA,23.18,MB,M,F,15,NA,9.355982796,NA,2017,JH,Nrich
161,152,16,NA,23.18,MB,M,F,15,NA,3.750123581,343.392503,2017,JH,Nrich
161,152,17,NA,23.18,MB,M,F,15,NA,10.83106181,7.332602218,2017,JH,Nrich
161,152,18,NA,23.18,MB,M,F,15,NA,3.14936405,52.37622959,2017,JH,Nrich
161,152,19,NA,23.63,MB,M,R,13.6,2.1,6.9801915,313.2359858,2017,JH,Nrich
161,152,19,NA,23.63,MB,M,N,NA,12.6,NA,NA,2017,JH,Nrich
162,152,1,NA,23.63,MB,M,R,NA,246.7,NA,NA,2017,JH,Nrich
162,152,2,NA,23.63,MB,M,R,3.7,3.2,3.064162845,NA,2017,JH,Nrich
162,152,2,NA,23.63,MB,M,B,NA,3.5,NA,NA,2017,JH,Nrich
162,152,2,NA,23.63,MB,M,R,NA,188.8,NA,NA,2017,JH,Nrich
162,152,2,NA,23.63,MB,M,B,NA,2.9,NA,NA,2017,JH,Nrich
162,152,2,NA,23.63,MB,M,R,NA,2.1,NA,NA,2017,JH,Nrich
162,152,2,NA,23.63,MB,M,B,NA,6.9,NA,NA,2017,JH,Nrich
162,152,2,NA,23.63,MB,M,R,NA,143.3,NA,NA,2017,JH,Nrich
163,152,1,NA,23.63,MB,M,R,NA,175.2,NA,NA,2017,JH,Nrich
163,152,2,NA,23.63,MB,M,F,15,NA,5.782502112,NA,2017,JH,Nrich
163,152,3,NA,23.63,MB,M,F,15,NA,1.480587728,339.5049361,2017,JH,Nrich
163,152,4,NA,23.63,MB,M,R,0.8,34.8,0.48161637,11.87956081,2017,JH,Nrich
163,152,5,NA,23.63,MB,M,F,15,NA,5.896456458,9.394478625,2017,JH,Nrich
163,152,6,NA,23.63,MB,M,R,NA,5.4,NA,NA,2017,JH,Nrich
163,152,7,NA,23.63,MB,M,F,15,NA,3.702198478,NA,2017,JH,Nrich
163,152,8,NA,23.63,MB,M,F,15,NA,2.15265612,41.38687576,2017,JH,Nrich
163,152,9,NA,23.63,MB,M,B,8.8,27.7,2.91151404,298.4900575,2017,JH,Nrich
164,152,1,NA,23.89,MB,M,R,NA,33.4,NA,NA,2017,JH,Nrich
164,152,2,NA,23.89,MB,M,F,15,NA,14.85667171,NA,2017,JH,Nrich
164,152,3,NA,23.89,MB,M,F,15,NA,17.80785888,332.2702248,2017,JH,Nrich
164,152,4,NA,23.89,MB,M,R,12.4,101.5,10.36793629,15.24526357,2017,JH,Nrich
164,152,5,NA,23.89,MB,M,F,15,NA,19.56857602,331.2777551,2017,JH,Nrich
164,152,6,NA,23.89,MB,M,F,15,NA,15.78363803,1.132283265,2017,JH,Nrich
164,152,7,NA,23.89,MB,M,F,15,NA,35.79879614,358.8310674,2017,JH,Nrich
164,152,8,NA,23.89,MB,M,R,5.1,47.2,5.533352188,20.4350748,2017,JH,Nrich
164,152,9,NA,23.89,MB,M,F,15,NA,24.80567439,352.6917493,2017,JH,Nrich
165,152,1,NA,23.89,MB,M,R,NA,4.3,NA,NA,2017,JH,Nrich
165,152,1,NA,23.89,MB,M,B,NA,9.9,NA,NA,2017,JH,Nrich
165,152,1,NA,23.89,MB,M,R,NA,25.1,NA,NA,2017,JH,Nrich
165,152,1,NA,23.89,MB,M,B,NA,55.6,NA,NA,2017,JH,Nrich
165,152,1,NA,23.89,MB,M,R,NA,469,NA,NA,2017,JH,Nrich
165,152,2,NA,23.89,MB,M,R,8.9,29.9,5.480376461,NA,2017,JH,Nrich
166,152,1,NA,23.89,MB,M,R,NA,400.7,NA,NA,2017,JH,Nrich
167,152,1,NA,23.89,MB,M,R,NA,600.5,NA,NA,2017,JH,Nrich
168,152,1,NA,23.89,MB,M,R,NA,253.4,NA,NA,2017,JH,Nrich
168,152,1,NA,23.89,MB,M,B,NA,2.2,NA,NA,2017,JH,Nrich
168,152,1,NA,24.37,MB,M,R,NA,120.8,NA,NA,2017,JH,Nrich
168,152,1,NA,24.37,MB,M,B,NA,20.5,NA,NA,2017,JH,Nrich
168,152,1,NA,24.37,MB,M,R,NA,2.1,NA,NA,2017,JH,Nrich
168,152,1,NA,24.37,MB,M,B,NA,51.5,NA,NA,2017,JH,Nrich
168,152,1,NA,24.37,MB,M,R,NA,47.8,NA,NA,2017,JH,Nrich
168,152,1,NA,24.37,MB,M,B,NA,16.5,NA,NA,2017,JH,Nrich
168,152,1,NA,24.37,MB,M,R,NA,85.7,NA,NA,2017,JH,Nrich
169,152,1,NA,24.37,MB,M,R,NA,443.7,NA,NA,2017,JH,Nrich
169,152,1,NA,24.37,MB,M,B,NA,144.6,NA,NA,2017,JH,Nrich
169,152,1,NA,24.37,MB,M,R,NA,4.1,NA,NA,2017,JH,Nrich
169,152,1,NA,24.46,MB,M,B,NA,8.6,NA,NA,2017,JH,Nrich
170,153,1,91186.52333,24.46,MB,M,R,NA,601.1,NA,NA,2017,JH,Nrich
171,153,1,95710.25167,24.46,MB,M,R,NA,41.8,NA,NA,2017,JH,Nrich
171,153,1,95710.25167,24.46,MB,M,B,NA,4.7,NA,NA,2017,JH,Nrich
171,153,1,95710.25167,24.46,MB,M,R,NA,48.9,NA,NA,2017,JH,Nrich
171,153,2,95710.25167,24.86,MB,M,R,7.1,3.3,2.49985872,NA,2017,JH,Nrich
171,153,2,95710.25167,24.86,MB,M,B,NA,66.8,NA,NA,2017,JH,Nrich
171,153,2,95710.25167,24.86,MB,M,R,NA,428.5,NA,NA,2017,JH,Nrich
172,153,1,81034.26667,24.86,MB,M,R,NA,236.6,NA,NA,2017,JH,Nrich
172,153,2,81034.26667,24.86,MB,M,F,15,NA,16.84450888,NA,2017,JH,Nrich
172,153,3,81034.26667,24.86,MB,M,F,15,NA,20.12036307,4.232957286,2017,JH,Nrich
173,153,1,48681.80833,24.86,MB,M,R,NA,475.9,NA,NA,2017,JH,Nrich
173,153,1,48681.80833,24.86,MB,M,B,NA,88.3,NA,NA,2017,JH,Nrich
173,153,1,48681.80833,24.86,MB,M,R,NA,36.4,NA,NA,2017,JH,Nrich
174,153,1,73849.38,24.86,MB,M,R,NA,114.7,NA,NA,2017,JH,Nrich
174,153,2,73849.38,24.86,MB,M,F,15,NA,28.7589224,NA,2017,JH,Nrich
174,153,3,73849.38,24.86,MB,M,F,15,NA,23.26496858,0.729756951,2017,JH,Nrich
175,153,1,151326.9167,24.86,MB,M,SF,NA,NA,NA,NA,2017,JH,Nrich
175,153,2,151326.9167,24.86,MB,M,R,6.6,79.7,1.80545352,NA,2017,JH,Nrich
175,153,3,151326.9167,24.86,MB,M,F,15,NA,1.807571754,292.5918915,2017,JH,Nrich
175,153,4,151326.9167,25.23,MB,M,R,17.2,235,0.27776208,67.40810847,2017,JH,Nrich
175,153,4,151326.9167,25.23,MB,M,B,NA,4,NA,NA,2017,JH,Nrich
175,153,4,151326.9167,25.23,MB,M,R,NA,10.7,NA,NA,2017,JH,Nrich
175,153,5,151326.9167,25.23,MB,M,LOST,NA,NA,NA,NA,2017,JH,Nrich
176,153,1,58405.25313,25.23,MB,M,R,NA,644.1,NA,NA,2017,JH,Nrich
177,153,1,77799.03333,25.23,MB,M,R,NA,321.1,NA,NA,2017,JH,Nrich
177,153,2,77799.03333,25.23,MB,M,R,5.7,4.2,18.37979442,NA,2017,JH,Nrich
177,153,3,77799.03333,25.23,MB,M,R,7.9,0.9,1.093778539,35.85084881,2017,JH,Nrich
177,153,3,77799.03333,25.395,MB,M,N,NA,2.4,NA,NA,2017,JH,Nrich
177,153,4,77799.03333,25.395,MB,M,R,10.3,48,5.70158474,NA,2017,JH,Nrich
177,153,5,77799.03333,25.395,MB,M,N,7.3,50.8,7.756173983,60.66473031,2017,JH,Nrich
177,153,6,77799.03333,25.395,MB,M,N,11.7,17.3,3.8192286,16.6717578,2017,JH,Nrich
177,153,7,77799.03333,25.395,MB,M,N,2.8,4.7,10.7859994,326.1506549,2017,JH,Nrich
177,153,8,77799.03333,25.395,MB,M,N,2,2.4,1.738215858,320.0883726,2017,JH,Nrich
177,153,9,77799.03333,25.395,MB,M,R,8.9,93.9,0.431242145,58.80991793,2017,JH,Nrich
178,153,1,40272.04754,25.395,MB,M,R,NA,7.3,NA,NA,2017,JH,Nrich
178,153,2,40272.04754,25.395,MB,M,R,2.1,17.2,4.423850099,NA,2017,JH,Nrich
178,153,3,40272.04754,25.395,MB,M,R,7.5,566.6,10.08829184,11.99970528,2017,JH,Nrich
179,153,1,56647.35574,25.395,MB,M,R,NA,26.2,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.395,MB,M,B,NA,77.6,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.51,MB,M,R,NA,74.4,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.51,MB,M,B,NA,15.8,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.51,MB,M,R,NA,2.9,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.51,MB,M,B,NA,3.5,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.51,MB,M,R,NA,1.8,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.51,MB,M,B,NA,43.2,NA,NA,2017,JH,Nrich
179,153,1,56647.35574,25.51,MB,M,R,NA,355.4,NA,NA,2017,JH,Nrich
180,153,1,83677.595,25.51,MB,M,SF,NA,NA,NA,NA,2017,JH,Nrich
180,153,2,83677.595,25.51,MB,M,R,5.9,597.2,6.134178446,NA,2017,JH,Nrich
181,156,1,30793.54333,25.51,MB,M,SF,NA,NA,NA,NA,2017,JH,Nrich
181,156,2,30793.54333,25.51,MB,M,R,2.6,599,0.3472026,NA,2017,JH,Nrich
182,156,1,35661.70833,25.51,MB,M,R,NA,441.3,NA,NA,2017,JH,Nrich
182,156,2,35661.70833,25.51,MB,M,F,15,NA,4.552771276,NA,2017,JH,Nrich
182,156,3,35661.70833,25.51,MB,M,F,15,NA,9.469063652,13.39821726,2017,JH,Nrich
182,156,4,35661.70833,25.51,MB,M,R,4.6,125.9,0.3472026,8.105444842,2017,JH,Nrich
183,156,1,26017.21333,25.305,MB,M,B,NA,293.9,NA,NA,2017,JH,Nrich
183,156,1,26017.21333,25.305,MB,M,R,NA,307.4,NA,NA,2017,JH,Nrich
184,156,1,28057.80847,25.305,MB,M,R,NA,472.2,NA,NA,2017,JH,Nrich
184,156,1,28057.80847,25.305,MB,M,B,NA,121,NA,NA,2017,JH,Nrich
185,156,1,52195.15333,25.305,MB,M,B,NA,5.4,NA,NA,2017,JH,Nrich
185,156,2,52195.15333,25.305,MB,M,F,15,NA,1.504883219,NA,2017,JH,Nrich
185,156,3,52195.15333,25.305,MB,M,R,1,10,4.241712204,59.51322653,2017,JH,Nrich
185,156,4,52195.15333,25.305,MB,M,F,15,NA,0.29921576,341.1784486,2017,JH,Nrich
185,156,5,52195.15333,25.305,MB,M,R,8.6,3.1,3.083605864,2.87976381,2017,JH,Nrich
185,156,6,52195.15333,25.305,MB,M,R,8.6,2.7,1.592272254,349.6663977,2017,JH,Nrich
185,156,7,52195.15333,26.04,MB,M,B,NA,148.8,NA,NA,2017,JH,Nrich
185,156,8,52195.15333,26.04,MB,M,F,15,NA,1.363681302,NA,2017,JH,Nrich
185,156,9,52195.15333,26.04,MB,M,R,13.6,2.6,0.91443949,31.36049935,2017,JH,Nrich
185,156,9,52195.15333,26.04,MB,M,B,NA,199.5,NA,NA,2017,JH,Nrich
185,156,10,52195.15333,26.04,MB,M,R,4.3,2.5,1.776898169,NA,2017,JH,Nrich
185,156,11,52195.15333,26.04,MB,M,R,5.9,0.8,1.296166309,354.9965649,2017,JH,Nrich
185,156,11,52195.15333,26.04,MB,M,B,NA,59.8,NA,NA,2017,JH,Nrich
185,156,12,52195.15333,26.04,MB,M,F,15,NA,1.739574498,NA,2017,JH,Nrich
185,156,13,52195.15333,26.04,MB,M,F,14,NA,8.03103721,349.2271656,2017,JH,Nrich
185,156,14,52195.15333,26.04,MB,M,R,9.7,11.2,0.472339583,346.3345664,2017,JH,Nrich
185,156,14,52195.15333,26.04,MB,M,B,NA,28.4,NA,NA,2017,JH,Nrich
186,156,1,84906.125,26.04,MB,M,B,NA,124.3,NA,NA,2017,JH,Nrich
186,156,1,84906.125,26.04,MB,M,R,NA,1.1,NA,NA,2017,JH,Nrich
186,156,2,84906.125,26.04,MB,M,R,5.2,7.5,2.124032769,NA,2017,JH,Nrich
186,156,2,84906.125,26.04,MB,M,B,NA,15.7,NA,NA,2017,JH,Nrich
187,156,1,41273.17018,26.55,MB,M,R,NA,NA,NA,NA,2017,JH,Nrich
187,156,2,41273.17018,26.55,MB,M,F,15,NA,12.84697797,NA,2017,JH,Nrich
187,156,3,41273.17018,26.55,MB,M,R,1.1,14.5,0.533850327,321.7979332,2017,JH,Nrich
187,156,4,41273.17018,26.55,MB,M,R,14.7,336.1,5.236987691,14.89185296,2017,JH,Nrich
187,156,5,41273.17018,26.55,MB,M,F,15,NA,13.78762192,2.514307543,2017,JH,Nrich
187,156,6,41273.17018,26.55,MB,M,R,2.9,4.6,5.607461212,315.4127042,2017,JH,Nrich
187,156,7,41273.17018,26.55,MB,M,R,4,163.4,2.391584162,17.7779288,2017,JH,Nrich
188,156,1,46031.62787,26.55,MB,M,R,NA,60,NA,NA,2017,JH,Nrich
188,156,1,46031.62787,26.55,MB,M,B,NA,1.3,NA,NA,2017,JH,Nrich
188,156,1,46031.62787,26.55,MB,M,R,NA,22.5,NA,NA,2017,JH,Nrich
188,156,2,46031.62787,26.55,MB,M,R,2.2,5.6,2.371440237,NA,2017,JH,Nrich
188,156,3,46031.62787,26.55,MB,M,R,6.1,26.4,4.39426785,284.4763568,2017,JH,Nrich
188,156,3,46031.62787,26.55,MB,M,B,NA,85,NA,NA,2017,JH,Nrich
188,156,3,46031.62787,26.55,MB,M,R,NA,0.7,NA,NA,2017,JH,Nrich
188,156,4,46031.62787,26.55,MB,M,R,2.5,22.9,0.177950109,NA,2017,JH,Nrich
188,156,4,46031.62787,26.5,MB,M,B,NA,307.7,NA,NA,2017,JH,Nrich
188,156,4,46031.62787,26.5,MB,M,R,NA,61.4,NA,NA,2017,JH,Nrich
189,156,1,50886.265,26.5,MB,M,R,NA,39.2,NA,NA,2017,JH,Nrich
189,156,2,50886.265,26.5,MB,M,R,7.2,121.1,8.161443025,NA,2017,JH,Nrich
189,156,3,50886.265,26.5,MB,M,R,7.1,61.9,17.16279258,327.9766648,2017,JH,Nrich
189,156,4,50886.265,26.5,MB,M,R,1.3,362.9,0.06944052,74.99261863,2017,JH,Nrich
190,156,1,42160.29,26.5,MB,M,R,NA,600.9,NA,NA,2017,JH,Nrich
191,156,1,7221.9,26.5,MB,M,R,NA,600.6,NA,NA,2017,JH,Nrich
192,156,1,25144.61148,26.5,MB,M,R,NA,91.3,NA,NA,2017,JH,Nrich
192,156,2,25144.61148,26.5,MB,M,R,5.4,5.6,1.478633021,NA,2017,JH,Nrich
192,156,3,25144.61148,26.5,MB,M,R,4.5,9.4,4.676608188,11.66698617,2017,JH,Nrich
192,156,4,25144.61148,26.5,MB,M,R,5.5,485.8,3.38907556,326.1406022,2017,JH,Nrich
193,156,1,15946.19836,26.5,MB,M,R,NA,600.5,NA,NA,2017,JH,Nrich
194,156,1,11739.89167,18.13,MB,M,R,NA,159.4,NA,NA,2017,JH,Nrich
194,156,2,11739.89167,18.13,MB,M,R,2,2,1.3440168,NA,2017,JH,Nrich
194,156,3,11739.89167,18.13,MB,M,R,6.9,4.8,6.620262794,60.76558108,2017,JH,Nrich
194,156,4,11739.89167,18.13,MB,M,R,2.1,423.5,1.428355351,351.3065139,2017,JH,Nrich
195,156,1,46506.045,18.13,MB,M,R,NA,264.2,NA,NA,2017,JH,Nrich
195,156,2,46506.045,18.13,MB,M,R,6.2,11.5,3.399334355,NA,2017,JH,Nrich
195,156,2,46506.045,18.13,MB,M,B,NA,143.2,NA,NA,2017,JH,Nrich
195,156,3,46506.045,18.13,MB,M,R,5.2,5.2,0.431242145,NA,2017,JH,Nrich
195,156,3,46506.045,18.13,MB,M,B,NA,165.4,NA,NA,2017,JH,Nrich
196,158,1,27682.26393,18.905,MB,M,R,NA,327.4,NA,NA,2017,JH,Nrich
196,158,1,27682.26393,18.905,MB,M,B,NA,8.7,NA,NA,2017,JH,Nrich
196,158,1,27682.26393,18.905,MB,M,R,NA,267,NA,NA,2017,JH,Nrich
197,158,1,39611.37167,18.905,MB,M,R,NA,600.4,NA,NA,2017,JH,Nrich
198,158,1,67213.03667,18.905,MB,M,SF,NA,NA,NA,NA,2017,JH,Nrich
198,158,2,67213.03667,18.905,MB,M,R,10.9,12.4,9.752817984,NA,2017,JH,Nrich
198,158,3,67213.03667,18.905,MB,M,R,3.6,5.7,3.122176092,278.4059915,2017,JH,Nrich
198,158,4,67213.03667,18.905,MB,M,R,3.5,23,2.142222035,5.501610721,2017,JH,Nrich
198,158,4,67213.03667,18.905,MB,M,B,NA,49.4,NA,NA,2017,JH,Nrich
198,158,5,67213.03667,18.905,MB,M,R,4.7,487.2,0.450416201,NA,2017,JH,Nrich
199,158,1,59589.28333,18.905,MB,M,R,NA,48.1,NA,NA,2017,JH,Nrich
199,158,1,59589.28333,18.905,MB,M,B,NA,5.2,NA,NA,2017,JH,Nrich
199,158,1,59589.28333,18.905,MB,M,R,NA,83.1,NA,NA,2017,JH,Nrich
199,158,1,59589.28333,18.905,MB,M,B,NA,138.5,NA,NA,2017,JH,Nrich
199,158,1,59589.28333,18.905,MB,M,R,NA,29,NA,NA,2017,JH,Nrich
199,158,1,59589.28333,18.905,MB,M,B,NA,296.5,NA,NA,2017,JH,Nrich
200,158,1,47089.19516,22.805,MB,M,R,NA,553.3,NA,NA,2017,JH,Nrich
200,158,1,47089.19516,22.805,MB,M,B,NA,31.1,NA,NA,2017,JH,Nrich
200,158,2,47089.19516,22.805,MB,M,R,13.4,2.2,3.878439118,NA,2017,JH,Nrich
200,158,3,47089.19516,22.805,MB,M,R,13.2,2.2,2.055737243,52.2505106,2017,JH,Nrich
201,158,1,89625.02667,22.805,MB,M,R,NA,4.1,NA,NA,2017,JH,Nrich
201,158,2,89625.02667,22.805,MB,M,R,5.9,4.9,1.656314892,NA,2017,JH,Nrich
201,158,2,89625.02667,22.805,MB,M,B,NA,65.3,NA,NA,2017,JH,Nrich
201,158,2,89625.02667,22.805,MB,M,R,NA,347.6,NA,NA,2017,JH,Nrich
201,158,3,89625.02667,22.805,MB,M,R,2.1,3.3,1.767808196,NA,2017,JH,Nrich
201,158,4,89625.02667,22.805,MB,M,R,3,2.9,1.351248605,289.7517753,2017,JH,Nrich
201,158,5,89625.02667,22.805,MB,M,R,3,20.1,2.204347171,7.601438131,2017,JH,Nrich
201,158,6,89625.02667,22.805,MB,M,F,15,NA,5.733661898,62.3410841,2017,JH,Nrich
201,158,7,89625.02667,22.805,MB,M,R,14.9,1.9,4.638958651,347.1273296,2017,JH,Nrich
201,158,7,89625.02667,22.805,MB,M,B,NA,7.6,NA,NA,2017,JH,Nrich
201,158,8,89625.02667,22.805,MB,M,F,15,NA,7.686443108,NA,2017,JH,Nrich
201,158,9,89625.02667,22.805,MB,M,F,15,NA,9.410444842,4.828039265,2017,JH,Nrich
201,158,10,89625.02667,22.805,MB,M,R,0.6,13.3,0.2225156,341.0538132,2017,JH,Nrich
201,158,11,89625.02667,22.805,MB,M,R,3.7,6.5,6.067564833,57.87568641,2017,JH,Nrich
201,158,12,89625.02667,23.46,MB,M,R,8.9,37.1,3.862758747,332.346453,2017,JH,Nrich
202,158,1,167804.9345,23.46,MB,M,B,NA,12.4,NA,NA,2017,JH,Nrich
202,158,1,167804.9345,23.46,MB,M,R,NA,4.1,NA,NA,2017,JH,Nrich
202,158,1,167804.9345,23.46,MB,M,B,NA,5.1,NA,NA,2017,JH,Nrich
202,158,1,167804.9345,23.46,MB,M,R,NA,35.2,NA,NA,2017,JH,Nrich
202,158,2,167804.9345,23.46,MB,M,R,1.5,47.7,1.293726435,NA,2017,JH,Nrich
202,158,3,167804.9345,23.46,MB,M,R,3.5,3.3,1.24992936,14.95105461,2017,JH,Nrich
202,158,4,167804.9345,23.46,MB,M,R,3.8,15,0.236169792,331.8947682,2017,JH,Nrich
202,158,5,167804.9345,23.46,MB,M,R,7.2,23.1,1.885065686,356.0196194,2017,JH,Nrich
202,158,6,167804.9345,23.46,MB,M,R,2.2,3.6,0.177950109,353.3873445,2017,JH,Nrich
202,158,6,167804.9345,23.46,MB,M,B,NA,39.9,NA,NA,2017,JH,Nrich
202,158,6,167804.9345,23.46,MB,M,R,NA,1.2,NA,NA,2017,JH,Nrich
202,158,7,167804.9345,23.46,MB,M,R,2.6,2.9,0.671148803,NA,2017,JH,Nrich
202,158,7,167804.9345,23.46,MB,M,N,NA,5.1,NA,NA,2017,JH,Nrich
202,158,8,167804.9345,23.46,MB,M,R,7.4,4.1,2.879037435,NA,2017,JH,Nrich
202,158,8,167804.9345,23.66,MB,M,B,NA,49.6,NA,NA,2017,JH,Nrich
202,158,8,167804.9345,23.66,MB,M,R,NA,7.7,NA,NA,2017,JH,Nrich
202,158,8,167804.9345,23.66,MB,M,B,NA,4.1,NA,NA,2017,JH,Nrich
202,158,8,167804.9345,23.66,MB,M,R,NA,22.6,NA,NA,2017,JH,Nrich
202,158,8,167804.9345,23.66,MB,M,B,NA,27.6,NA,NA,2017,JH,Nrich
202,158,9,167804.9345,23.66,MB,M,R,4.8,4.6,1.462488989,NA,2017,JH,Nrich
202,158,10,167804.9345,23.66,MB,M,R,6.8,2.5,2.676004538,354.7899352,2017,JH,Nrich
202,158,11,167804.9345,23.66,MB,M,R,0.9,12.8,1.0013202,279.5730153,2017,JH,Nrich
202,158,12,167804.9345,23.66,MB,M,R,2.5,7.8,0.648083154,59.00145428,2017,JH,Nrich
202,158,13,167804.9345,23.66,MB,M,R,1,23.7,1.326791684,11.40052386,2017,JH,Nrich
202,158,14,167804.9345,23.66,MB,M,R,3.4,2,1.368130424,355.6062629,2017,JH,Nrich
202,158,14,167804.9345,23.66,MB,M,B,NA,53,NA,NA,2017,JH,Nrich
202,158,15,167804.9345,23.66,MB,M,F,15,NA,1.027868621,NA,2017,JH,Nrich
202,158,16,167804.9345,23.66,MB,M,R,2.1,7.8,0.340920325,300.7014012,2017,JH,Nrich
202,158,17,167804.9345,23.66,MB,M,R,1,2.8,2.233209948,72.52903755,2017,JH,Nrich
202,158,17,167804.9345,24.515,MB,M,B,NA,18.6,NA,NA,2017,JH,Nrich
202,158,17,167804.9345,24.515,MB,M,R,NA,2,NA,NA,2017,JH,Nrich
202,158,18,167804.9345,24.515,MB,M,R,2.3,18.1,0.131149853,NA,2017,JH,Nrich
202,158,19,167804.9345,24.515,MB,M,R,2.7,19.8,2.320200898,41.30908223,2017,JH,Nrich
202,158,20,167804.9345,24.515,MB,M,R,5.2,3.7,0.997307582,3.828817221,2017,JH,Nrich
202,158,20,167804.9345,24.515,MB,M,B,NA,10.5,NA,NA,2017,JH,Nrich
203,158,1,118771.4909,24.515,MB,M,R,NA,4.5,NA,NA,2017,JH,Nrich
203,158,2,118771.4909,24.515,MB,M,R,0.8,15.7,1.311498527,NA,2017,JH,Nrich
203,158,3,118771.4909,24.515,MB,M,R,9,3.6,12.16118998,49.08272499,2017,JH,Nrich
203,158,4,118771.4909,24.515,MB,M,R,3.9,16.8,10.07404943,1.969554264,2017,JH,Nrich
203,158,5,118771.4909,24.515,MB,M,R,3.1,1.8,3.546862006,350.5795407,2017,JH,Nrich
203,158,6,118771.4909,24.515,MB,M,R,4.3,88.1,2.863699936,353.5363543,2017,JH,Nrich
203,158,6,118771.4909,24.515,MB,M,B,NA,43.9,NA,NA,2017,JH,Nrich
203,158,7,118771.4909,24.515,MB,M,R,1,16.4,2.924977979,NA,2017,JH,Nrich
203,158,8,118771.4909,24.515,MB,M,R,6.5,5.5,3.615987004,344.5803985,2017,JH,Nrich
203,158,9,118771.4909,26.1,MB,M,R,1,7.8,0.659037233,337.3070625,2017,JH,Nrich
203,158,9,118771.4909,26.1,MB,M,B,NA,38.2,NA,NA,2017,JH,Nrich
203,158,10,118771.4909,26.1,MB,M,F,15,NA,3.558300318,NA,2017,JH,Nrich
203,158,11,118771.4909,26.1,MB,M,R,11.1,4.8,3.24234166,2.763538949,2017,JH,Nrich
203,158,12,118771.4909,26.1,MB,M,B,4.9,2.5,2.418555416,294.8545119,2017,JH,Nrich
203,158,12,118771.4909,26.1,MB,M,R,NA,110.8,NA,NA,2017,JH,Nrich
203,158,13,118771.4909,26.1,MB,M,R,3.4,2.5,2.992157602,NA,2017,JH,Nrich
203,158,14,118771.4909,26.1,MB,M,R,2.2,1.6,0.708509375,353.7233741,2017,JH,Nrich
203,158,15,118771.4909,26.1,MB,M,R,2.3,2.7,0,298.1052316,2017,JH,Nrich
203,158,16,118771.4909,25.72,MB,M,R,3.1,4.2,0.982752545,25.08455326,2017,JH,Nrich
203,158,16,118771.4909,25.72,MB,M,N,NA,4.5,NA,NA,2017,JH,Nrich
204,158,1,139956.4871,25.72,MB,M,B,NA,100.6,NA,NA,2017,JH,Nrich
204,158,2,139956.4871,25.72,MB,M,R,3,3,1.219252654,NA,2017,JH,Nrich
204,158,3,139956.4871,26.27,MB,M,R,1.2,11,2.50974238,41.80037683,2017,JH,Nrich
204,158,4,139956.4871,26.27,MB,M,R,12.3,4.7,5.34692004,5.086564736,2017,JH,Nrich
204,158,5,139956.4871,26.27,MB,M,R,0.9,7.9,1.495683961,317.9735875,2017,JH,Nrich
204,158,6,139956.4871,26.27,MB,M,R,1,20.2,1.128897541,349.9869076,2017,JH,Nrich
204,158,7,139956.4871,26.27,MB,M,B,1,5.8,2.215757474,358.5841296,2017,JH,Nrich
204,158,8,139956.4871,26.27,MB,M,R,1,2.7,4.150156917,39.49369801,2017,JH,Nrich
204,158,9,139956.4871,26.27,MB,M,R,2.8,12.6,6.19791327,350.7007762,2017,JH,Nrich
204,158,10,139956.4871,26.27,MB,M,R,1,9,2.797602901,16.4087962,2017,JH,Nrich
204,158,11,139956.4871,26.27,MB,M,F,15,NA,1.160100449,350.1311519,2017,JH,Nrich
